CPU,Cores,CPU BenchMark,Single-Thread BenchMark,TDP (W),Socket,Category
Intel Pentium E6500 @ 2.93GHz,2,1172,1244,65,LGA775,Desktop
Intel Pentium E6600 @ 3.06GHz,2,1121,1192,65,LGA775,Desktop
Intel Pentium E6700 @ 3.20GHz,2,1182,1311,65,LGA775,Desktop
Intel Pentium E6800 @ 3.33GHz,2,1177,1306,65,LGA775,Desktop
Intel Pentium Extreme Edition 955 @ 3.46GHz,2,469,515,130,PLGA775,Desktop
Intel Pentium Extreme Edition 965 @ 3.73GHz,2,987,818,130,PLGA775,Desktop
Intel Pentium G2010 @ 2.80GHz,2,1599,1500,55,FCLGA1155,Desktop
Intel Pentium G2020 @ 2.90GHz,2,1688,1554,55,FCLGA1155,Desktop
Intel Pentium G2020T @ 2.50GHz,2,1430,1298,35,FCLGA1155,Desktop
Intel Pentium G2030 @ 3.00GHz,2,1748,1606,55,FCLGA1155,Desktop
Intel Pentium G2030T @ 2.60GHz,2,1581,1442,35,LGA1155,Desktop
Intel Pentium G2100T @ 2.60GHz,2,1691,1460,35,LGA1155,Desktop
Intel Pentium G2120 @ 3.10GHz,2,1892,1715,55,FCLGA1155,Desktop
Intel Pentium G2120T @ 2.70GHz,2,1613,1493,35,FCLGA1155,Desktop
Intel Pentium G2130 @ 3.20GHz,2,1926,1748,55,FCLGA1155,Desktop
Intel Pentium G2140 @ 3.30GHz,2,2092,1842,55,LGA1155,Desktop
Intel Pentium G3220 @ 3.00GHz,2,1892,1700,54,FCLGA1150,Desktop
Intel Pentium G3220T @ 2.60GHz,2,1609,1466,35,LGA1150,Desktop
Intel Pentium G3240 @ 3.10GHz,2,1936,1742,53,FCLGA1150,Desktop
Intel Pentium G3240T @ 2.70GHz,2,1657,1484,35,LGA1150,Desktop
Intel Pentium G3250 @ 3.20GHz,2,1988,1803,53,LGA1150,Desktop
Intel Pentium G3250T @ 2.80GHz,2,1809,1594,35,LGA1150,Desktop
Intel Pentium G3258 @ 3.20GHz,2,2078,1857,53,FCLGA1150,Desktop
Intel Pentium G3260 @ 3.30GHz,2,2092,1868,53,LGA1150,Desktop
Intel Pentium G3260T @ 2.90GHz,2,1837,1609,35,LGA1150,Desktop
Intel Pentium G3320TE @ 2.30GHz,2,1570,1312,35,FCLGA1150,Desktop
Intel Pentium G3420 @ 3.20GHz,2,1949,1759,54,FCLGA1150,Desktop
Intel Pentium G3420T @ 2.70GHz,2,1912,1570,35,LGA1150,Desktop
Intel Pentium G3430 @ 3.30GHz,2,2127,1912,54,FCLGA1150,Desktop
Intel Pentium G3440 @ 3.30GHz,2,2202,1917,53,LGA1150,Desktop
Intel Pentium G3440T @ 2.80GHz,2,2107,1615,35,LGA1150,Desktop
Intel Pentium G3450 @ 3.40GHz,2,2178,1897,53,FCLGA1150,Desktop
Intel Pentium G3450T @ 2.90GHz,2,2016,1135,35,LGA1150,Desktop
Intel Pentium G3460 @ 3.50GHz,2,2231,1986,53,LGA1150,Desktop
Intel Pentium G3470 @ 3.60GHz,2,2428,2089,53,LGA1150,Desktop
Intel Pentium G4400 @ 3.30GHz,2,2579,2003,54,FCLGA1151,Desktop
Intel Pentium G4400T @ 2.90GHz,2,2344,1757,35,FCLGA1151,Desktop
Intel Pentium G4400TE @ 2.40GHz,2,2190,1481,35,FCLGA1151,Laptop
Intel Pentium G4500 @ 3.50GHz,2,2793,2156,51,FCLGA1151,Desktop
Intel Pentium G4500T @ 3.00GHz,2,2399,1865,35,FCLGA1151,Desktop
Intel Pentium G4520 @ 3.60GHz,2,2707,2008,51,FCLGA1151,Desktop
Intel Pentium G4560 @ 3.50GHz,2,3538,2097,54,FCLGA1151,Desktop
Intel Pentium G4560T @ 2.90GHz,2,2980,1713,35,FCLGA1151,Desktop
Intel Pentium G4600 @ 3.60GHz,2,3610,2163,51,FCLGA1151,Desktop
Intel Pentium G4600T @ 3.00GHz,2,3062,1775,35,FCLGA1151,Desktop
Intel Pentium G4620 @ 3.70GHz,2,3754,2249,51,FCLGA1151,Desktop
Intel Pentium G620 @ 2.60GHz,2,1212,1181,65,LGA1155,Desktop
Intel Pentium G620T @ 2.20GHz,2,896,961,35,LGA1155,Desktop
Intel Pentium G630 @ 2.70GHz,2,1334,1246,65,LGA1155,Desktop
Intel Pentium G630T @ 2.30GHz,2,1090,1058,35,LGA1155,Desktop
Intel Pentium G640 @ 2.80GHz,2,1349,1306,65,LGA1155,Desktop
Intel Pentium G640T @ 2.40GHz,2,1139,1102,35,LGA1155,Desktop
Intel Pentium G645 @ 2.90GHz,2,1428,1340,65,LGA1155,Desktop
Intel Pentium G645T @ 2.50GHz,2,1228,1131,35,LGA1155,Desktop
Intel Pentium G6950 @ 2.80GHz,2,1238,1109,73,LGA1156,Desktop
Intel Pentium G6951 @ 2.80GHz,2,1383,1173,73,LGA1156,Desktop
Intel Pentium G6960 @ 2.93GHz,2,1433,1279,73,LGA1156,Desktop
Intel Pentium G840 @ 2.80GHz,2,1253,1271,65,FCLGA1155,Desktop
Intel Pentium G850 @ 2.90GHz,2,1435,1349,65,FCLGA1155,Desktop
Intel Pentium G860 @ 3.00GHz,2,1459,1393,65,FCLGA1155,Desktop
Intel Pentium G870 @ 3.10GHz,2,1546,1467,65,FCLGA1155,Desktop
Intel Pentium GOLD 6500Y @ 1.10GHz,2,3016,1758,5,Unknown,Mobile/Embedded
Intel Pentium Gold 7505 @ 2.00GHz,2,5190,2259,15,FCBGA1449,Laptop
Intel Pentium Gold 8505,5,9345,3251,15,BGA1700,"Laptop, Mobile/Embedded"
Intel Pentium Gold G5400 @ 3.70GHz,2,3735,2198,54,FCLGA1151-2,Desktop
Intel Pentium Gold G5400T @ 3.10GHz,2,3173,1814,35,FCLGA1151-2,Server
Intel Pentium Gold G5420 @ 3.80GHz,2,3743,2250,54,FCLGA1151-2,Desktop
Intel Pentium Gold G5420T @ 3.20GHz,2,3408,1944,35,FCLGA1151-2,Desktop
Intel Pentium Gold G5500 @ 3.80GHz,2,3823,2247,54,FCLGA1151-2,Desktop
Intel Pentium Gold G5500T @ 3.20GHz,2,3311,1951,35,FCLGA1151-2,Desktop
Intel Pentium Gold G5600 @ 3.90GHz,2,3825,2276,54,FCLGA1151-2,Desktop
Intel Pentium Gold G5600F @ 3.90GHz,2,4124,2255,54,FCLGA1151-2,Desktop
Intel Pentium Gold G5600T @ 3.30GHz,2,3601,2025,35,FCLGA1151,Desktop
Intel Pentium Gold G5620 @ 4.00GHz,2,4272,2461,54,FCLGA1151-2,Desktop
Intel Pentium Gold G6400 @ 4.00GHz,2,4123,2465,58,FCLGA1200,Desktop
Intel Pentium Gold G6400E @ 3.80GHz,2,3908,2384,58,FCLGA1200,Mobile/Embedded
Intel Pentium Gold G6400T @ 3.40GHz,2,3545,2092,35,FCLGA1200,Desktop
Intel Pentium Gold G6405 @ 4.10GHz,2,4244,2512,58,FCLGA1200,Desktop
Intel Pentium Gold G6405T @ 3.50GHz,2,3341,1936,35,FCLGA1200,Desktop
Intel Pentium Gold G6500 @ 4.10GHz,2,4140,2488,58,FCLGA1200,Desktop
Intel Pentium Gold G6500T @ 3.50GHz,2,3874,2238,35,FCLGA1200,Desktop
Intel Pentium Gold G6505 @ 4.20GHz,2,4371,2649,58,FCLGA1200,Desktop
Intel Pentium Gold G6505T @ 3.60GHz,2,3698,2271,35,FCLGA1200,Desktop
Intel Pentium Gold G6600 @ 4.20GHz,2,4273,2507,58,FCLGA1200,Desktop
Intel Pentium Gold G6605 @ 4.30GHz,2,4510,2618,58,FCLGA1200,Desktop
Intel Pentium Gold G7400,2,6735,3000,46,"LGA1700,BGA1700",Desktop
Intel Pentium Gold G7400T,2,5737,2549,35,Unknown,Desktop
Intel Pentium III 1400 @ 1400MHz,1,193,272,31.2,Socket 370,Desktop
Intel Pentium III 1400S @ 1400MHz,1,194,278,32.2,Socket 370,Desktop
Intel Pentium III Mobile 1066MHz,1,160,210,NA,Unknown,Laptop
Intel Pentium III Mobile 1133MHz,1,164,218,NA,Unknown,Laptop
Intel Pentium III Mobile 1200MHz,1,156,216,NA,Unknown,Laptop
Intel Pentium III Mobile 800MHz,1,119,155,NA,Unknown,Laptop
Intel Pentium III Mobile 866MHz,1,99,132,NA,Unknown,Laptop
Intel Pentium J2850 @ 2.41GHz,4,1016,646,10,FCBGA1170,Desktop
Intel Pentium J2900 @ 2.41GHz,4,1249,733,10,FCBGA1170,Desktop
Intel Pentium J3710 @ 1.60GHz,4,1455,709,6.5,Unknown,Desktop
Intel Pentium J4205 @ 1.50GHz,4,2404,915,10,FCBGA1296,Desktop
Intel Pentium J6426 @ 2.00GHz,4,4108,1555,10,FCBGA1493,Mobile/Embedded
Intel Pentium M 1.10GHz,1,184,218,NA,Unknown,Laptop
Intel Pentium M 1.20GHz,1,199,262,NA,Unknown,Laptop
Intel Pentium M 1.30GHz,1,196,250,22,"H-PBGA479, PPG",Laptop
Intel Pentium M 1.40GHz,1,225,264,22,"H-PBGA479, PPG",Laptop
Intel Pentium M 1.50GHz,1,240,323,24.5,"H-PBGA479, PPG",Laptop
Intel Pentium M 1.60GHz,1,194,427,24.5,"H-PBGA479, PPG",Laptop
Intel Pentium M 1.70GHz,1,239,318,24.5,"H-PBGA479, PPG",Laptop
Intel Pentium M 1.73GHz,1,205,494,27,"H-PBGA479, PPGA4",Laptop
Intel Pentium M 1.80GHz,1,280,389,21,"H-PBGA479, PPGA4",Laptop
Intel Pentium M 1.86GHz,1,222,499,27,"H-PBGA479, PPGA4",Laptop
Intel Pentium M 1000MHz,1,156,222,7,Unknown,Laptop
Intel Pentium M 1200MHz,1,155,166,12,Unknown,Laptop
Intel Pentium M 1300MHz,1,197,271,22,"H-PBGA479, PPGA4",Laptop
Intel Pentium M 1400MHz,1,208,282,22,"H-PBGA479, PPGA4",Laptop
Intel Pentium M 1500MHz,1,188,251,24.5,"H-PBGA479, PPGA4",Laptop
Intel Pentium M 1600MHz,1,193,313,24.5,"H-PBGA479, PPGA4",Laptop
Intel Pentium M 1700MHz,1,237,361,24.5,"H-PBGA479, PPGA4",Laptop
Intel Pentium M 2.00GHz,1,270,363,21,"H-PBGA479, PPGA4",Laptop
Intel Pentium M 2.10GHz,1,292,353,21,"H-PBGA479, PPGA4",Laptop
Intel Pentium M 2.13GHz,1,234,472,27,"H-PBGA479, PPGA4",Laptop
Intel Pentium M 2.26GHz,1,227,508,27,"H-PBGA479, PPGA4",Laptop
Intel Pentium M 900MHz,1,141,200,7,Unknown,Laptop
Intel Pentium N3510 @ 1.99GHz,4,878,534,7.5,FCBGA1170,Laptop
Intel Pentium N3520 @ 2.16GHz,4,1146,663,7.5,FCBGA1170,Laptop
Intel Pentium N3530 @ 2.16GHz,4,1191,699,7.5,FCBGA1170,Laptop
Intel Pentium N3540 @ 2.16GHz,4,1200,707,7.5,FCBGA1170,Laptop
Intel Pentium N3700 @ 1.60GHz,4,1253,632,6,FCBGA1170,Laptop
Intel Pentium N3710 @ 1.60GHz,4,1389,687,6,FCBGA1170,Laptop
Intel Pentium N4200 @ 1.10GHz,4,2168,858,6,FCBGA1296,Laptop
Intel Pentium N6415 @ 1.20GHz,4,3532,1539,6.5,FCBGA1493,Mobile/Embedded
Intel Pentium P6000 @ 1.87GHz,2,810,735,35,PGA988,Laptop
Intel Pentium P6100 @ 2.00GHz,2,883,832,35,PGA988,Laptop
Intel Pentium P6200 @ 2.13GHz,2,908,857,35,PGA988,Laptop
Intel Pentium P6300 @ 2.27GHz,2,834,772,35,PGA988,Laptop
Intel Pentium Silver J5005 @ 1.50GHz,4,3102,1206,10,FCBGA1090,Desktop
Intel Pentium Silver J5040 @ 2.00GHz,4,3254,1348,10,FCBGA1090,Desktop
Intel Pentium Silver N5000 @ 1.10GHz,4,2616,1136,6,FCBGA1090,Laptop
Intel Pentium Silver N5020 @ 1.10GHz,4,3404,1307,6,FCBGA1090,Laptop
Intel Pentium Silver N5030 @ 1.10GHz,4,2586,1239,6,FCBGA1090,Laptop
Intel Pentium Silver N6000 @ 1.10GHz,4,3049,1408,6,FCBGA1338,Mobile/Embedded
Intel Pentium Silver N6005 @ 2.00GHz,4,5367,1769,10,FCBGA1338,"Laptop, Mobile/Embedded"
Intel Pentium SU2700 @ 1.30GHz,1,228,480,10,Unknown,Laptop
Intel Pentium SU4100 @ 1.30GHz,2,492,524,10,BGA956,Laptop
Intel Pentium T2060 @ 1.60GHz,2,330,490,31,PGA478,Laptop
Intel Pentium T2080 @ 1.73GHz,2,341,528,31,PGA478,Laptop
Intel Pentium T2130 @ 1.86GHz,2,382,583,31,PGA478,Laptop
Intel Pentium T2310 @ 1.46GHz,2,531,559,35,PPGA478,Laptop
Intel Pentium T2330 @ 1.60GHz,2,538,572,35,PPGA478,Laptop
Intel Pentium T2370 @ 1.73GHz,2,558,594,35,PPGA478,Laptop
Intel Pentium T2390 @ 1.86GHz,2,568,651,35,PPGA478,Laptop
Intel Pentium T2410 @ 2.00GHz,2,566,712,NA,Unknown,Unknown
Intel Pentium T3200 @ 2.00GHz,2,631,711,35,PPGA478,Laptop
Intel Pentium T3400 @ 2.16GHz,2,653,732,35,PPGA478,Laptop
Intel Pentium T4200 @ 2.00GHz,2,714,779,35,PGA478,Laptop
Intel Pentium T4300 @ 2.10GHz,2,757,811,35,PGA478,Laptop
Intel Pentium T4400 @ 2.20GHz,2,771,843,35,PGA478,Laptop
Intel Pentium T4500 @ 2.30GHz,2,824,904,35,PGA478,Laptop
Intel Pentium U5400 @ 1.20GHz,2,552,501,18,BGA1288,Laptop
Intel Pentium U5600 @ 1.33GHz,2,624,588,18,BGA1288,Laptop
Intel T1400 @ 1.73GHz,2,548,648,NA,Unknown,Unknown
Intel T1500 @ 1.86GHz,2,548,661,NA,Unknown,Unknown
Intel T2050 @ 2.00GHz,2,516,611,31,PPGA478,Unknown
Intel U300,5,8299,3037,15,FCBGA1744,Laptop
Intel U300E,5,9478,3546,15,FCBGA1744,Mobile/Embedded
Intel U4100 @ 1.30GHz,2,610,554,NA,Unknown,Unknown
Intel Xeon 2.00GHz,1,152,259,NA,Unknown,Server
Intel XEON 2.20GHz,1,164,351,NA,Unknown,Server
Intel Xeon 2.40GHz,1,180,387,NA,Unknown,Server
Intel Xeon 2.80GHz,1,260,384,103,PPGA604,Server
Intel Xeon 3.00GHz,1,425,607,103,PPGA604,Server
[Dual CPU] Intel Xeon 3.06GHz,1,533,600,NA,Unknown,Server
Intel Xeon 3.20GHz,1,478,696,103,PPGA604,Server
[Dual CPU] Intel Xeon 3.20GHz,1,786,673,103,PPGA604,Server
Intel Xeon 3.40GHz,1,375,519,103,PPGA604,Server
[Dual CPU] Intel Xeon 3.40GHz,1,843,723,103,PPGA604,Server
Intel Xeon 3.60GHz,1,403,643,110,PPGA604,Server
Intel Xeon 3.73GHz,2,901,734,NA,Unknown,Server
[Dual CPU] Intel Xeon 3.73GHz,2,1511,776,NA,Unknown,Server
Intel Xeon 3.80GHz,1,393,594,110,PPGA604,Server
Intel Xeon 3040 @ 1.86GHz,2,790,621,65,LGA775,Server
Intel Xeon 3050 @ 2.13GHz,2,818,711,65,LGA775,Server
Intel Xeon 3060 @ 2.40GHz,2,983,957,65,LGA775,Server
Intel Xeon 3065 @ 2.33GHz,2,867,836,65,LGA775,Server
Intel Xeon 3070 @ 2.66GHz,2,1025,1024,65,LGA775,Server
Intel Xeon 3075 @ 2.66GHz,2,1096,1096,NA,Unknown,Server
Intel Xeon 3085 @ 3.00GHz,2,1070,1124,65,LGA775,Server
Intel Xeon 5110 @ 1.60GHz,2,405,423,65,LGA771,Server
[Dual CPU] Intel Xeon 5110 @ 1.60GHz,2,1373,652,65,LGA771,Server
Intel Xeon 5120 @ 1.86GHz,2,763,748,65,LGA771,Server
[Dual CPU] Intel Xeon 5120 @ 1.86GHz,2,1486,770,65,LGA771,Server
Intel Xeon 5130 @ 2.00GHz,2,795,796,65,LGA771,Server
[Dual CPU] Intel Xeon 5130 @ 2.00GHz,2,1660,818,65,LGA771,Server
Intel Xeon 5133 @ 2.20GHz,2,887,838,40,LGA771,Server
Intel Xeon 5140 @ 2.33GHz,2,857,870,65,LGA771,Server
[Dual CPU] Intel Xeon 5140 @ 2.33GHz,2,1786,921,65,LGA771,Server
Intel Xeon 5148 @ 2.33GHz,2,912,868,40,LGA771,Server
Intel Xeon 5150 @ 2.66GHz,2,924,1023,65,LGA771,Server
[Dual CPU] Intel Xeon 5150 @ 2.66GHz,2,2043,1065,65,LGA771,Server
Intel Xeon 5160 @ 3.00GHz,2,963,1134,80,LGA771,Server
[Dual CPU] Intel Xeon 5160 @ 3.00GHz,2,2361,1198,80,LGA771,Server
Intel Xeon 6740E,96,76167,1997,250,FCLGA4710,Server
Intel Xeon @ 2.00GHz,6,7363,939,NA,Unknown,Unknown
Intel Xeon @ 2.20GHz,1,1324,1383,61,PPGA603,Server
[Quad CPU] Intel Xeon @ 2.20GHz,1,2167,1177,61,PPGA603,Server
Intel Xeon Bronze 3104 @ 1.70GHz,6,4437,1013,85,FCLGA3647,Server
[Dual CPU] Intel Xeon Bronze 3104 @ 1.70GHz,6,8079,1054,85,FCLGA3647,Server
Intel Xeon Bronze 3106 @ 1.70GHz,8,5753,1002,85,FCLGA3647,Server
[Dual CPU] Intel Xeon Bronze 3106 @ 1.70GHz,8,9706,1006,85,FCLGA3647,Server
Intel Xeon Bronze 3204 @ 1.90GHz,6,4832,1101,85,FCLGA3647,Server
[Dual CPU] Intel Xeon Bronze 3204 @ 1.90GHz,6,9019,1116,85,FCLGA3647,Server
[Dual CPU] Intel Xeon Bronze 3206R @ 1.90GHz,8,10797,1154,85,FCLGA3647,Server
Intel Xeon Bronze 3408U,8,9557,1430,125,FCLGA4677,Server
Intel Xeon D-1518 @ 2.20GHz,4,4532,1364,35,FCBGA1667,Server
Intel Xeon D-1520 @ 2.20GHz,4,4917,1270,45,BGA 1667,Server
Intel Xeon D-1521 @ 2.40GHz,4,5696,1685,45,FCBGA1667,Server
Intel Xeon D-1527 @ 2.20GHz,4,5213,1552,35,FCBGA1667,Server
Intel Xeon D-1528 @ 1.90GHz,6,6823,1487,35,FCBGA1667,"Laptop, Server"
Intel Xeon D-1531 @ 2.20GHz,6,7592,1482,45,FCBGA1667,Server
Intel Xeon D-1537 @ 1.70GHz,8,7444,1225,35,FCBGA1667,Server
Intel Xeon D-1539 @ 1.60GHz,8,7175,1179,35,FCBGA1667,Server
Intel Xeon D-1540 @ 2.00GHz,8,10025,1617,45,FCBGA1667,Server
Intel Xeon D-1541 @ 2.10GHz,8,10056,1700,45,FCBGA1667,Server
Intel Xeon D-1548 @ 2.00GHz,8,9075,1647,45,FCBGA1667,Server
Intel Xeon D-1557 @ 1.50GHz,12,9285,1090,45,FCBGA1667,Server
Intel Xeon D-1559 @ 1.50GHz,12,8015,1033,45,FCBGA1667,Server
Intel Xeon D-1567 @ 2.10GHz,12,10447,1156,65,FCBGA1667,Server
Intel Xeon D-1577 @ 1.30GHz,16,11645,1319,45,FCBGA1667,Server
Intel Xeon D-1581 @ 1.80GHz,16,13282,1482,65,FCBGA1667,Server
Intel Xeon D-1587 @ 1.70GHz,16,13566,1327,65,FCBGA1667,Server
Intel Xeon D-1602 @ 2.50GHz,2,2459,1435,27,FCBGA1667,Server
Intel Xeon D-1622 @ 2.60GHz,4,6205,1875,40,FCBGA1667,Server
Intel Xeon D-1715TER @ 2.40GHz,4,9104,2269,50,FCBGA2227,Server
Intel Xeon D-1718T @ 2.60GHz,4,9713,2297,46,FCBGA2227,Server
Intel Xeon D-1726 @ 2.90GHz,6,15511,2477,70,FCBGA2227,Server
Intel Xeon D-1732TE @ 1.90GHz,8,14254,2015,52,FCBGA2227,Server
Intel Xeon D-1733NT @ 2.00GHz,8,14849,2198,53,FCBGA2227,Server
Intel Xeon D-1736NT @ 2.70GHz,8,17826,2392,67,FCBGA2227,Server
Intel Xeon D-1747NTE @ 2.50GHz,10,20279,2208,80,FCBGA2227,Server
Intel Xeon D-2123IT @ 2.20GHz,4,6676,1725,60,FCBGA2518,Server
Intel Xeon D-2141I @ 2.20GHz,8,12117,1713,65,FCBGA2518,Server
Intel Xeon D-2143IT @ 2.20GHz,8,12207,1558,65,FCBGA2518,Server
Intel Xeon D-2146NT @ 2.30GHz,8,11736,1802,80,FCBGA2518,Server
Intel Xeon D-2166NT @ 2.00GHz,12,15105,1751,85,FCBGA2518,Server
Intel Xeon D-2183IT @ 2.20GHz,16,19377,1719,100,FCBGA2518,Server
Intel Xeon D-2187NT @ 2.00GHz,16,18070,1425,110,FCBGA2518,Server
Intel Xeon D-2712T @ 1.90GHz,4,7990,1956,65,FCBGA2579,Server
Intel Xeon D-2733NT @ 2.10GHz,8,16206,2257,80,FCBGA2579,Server
Intel Xeon D-2752TER @ 1.80GHz,12,19102,1990,77,FCBGA2579,Server
Intel Xeon D-2753NT @ 2.00GHz,12,20626,2082,87,FCBGA2579,Server
Intel Xeon D-2775TE @ 2.00GHz,16,27299,2203,100,FCBGA2579,Unknown
Intel Xeon D-2795NT @ 2.00GHz,20,28463,2192,110,FCBGA2579,Server
Intel Xeon D-2796TE @ 2.00GHz,20,26342,2172,118,FCBGA2579,Server
Intel Xeon D-2799 @ 2.40GHz,20,33792,2404,129,FCBGA2579,Server
Intel Xeon E E-2414,4,11923,3732,55,FCLGA1700,Server
Intel Xeon E E-2434,4,16552,3845,55,FCLGA1700,Server
Intel Xeon E E-2486,6,24713,4062,95,FCLGA1700,Server
Intel Xeon E-2104G @ 3.20GHz,4,5913,1956,65,FCLGA1151-2,Server
Intel Xeon E-2124 @ 3.30GHz,4,6915,2495,71,FCLGA1151-2,Server
Intel Xeon E-2124G @ 3.40GHz,4,7365,2686,71,FCLGA1151-2,Server
Intel Xeon E-2126G @ 3.30GHz,6,10392,2599,80,FCLGA1151-2,Server
Intel Xeon E-2134 @ 3.50GHz,4,9269,2641,71,FCLGA1151-2,Server
Intel Xeon E-2136 @ 3.30GHz,6,13460,2671,80,FCLGA1151-2,Server
Intel Xeon E-2144G @ 3.60GHz,4,9314,2639,71,FCLGA1151-2,Server
Intel Xeon E-2146G @ 3.50GHz,6,13259,2674,80,FCLGA1151-2,Server
Intel Xeon E-2174G @ 3.80GHz,4,9689,2678,71,FCLGA1151-2,Server
Intel Xeon E-2176G @ 3.70GHz,6,13598,2708,80,FCLGA1151-2,Server
Intel Xeon E-2176M @ 2.70GHz,6,10890,2465,45,FCBGA1440,Laptop
Intel Xeon E-2186G @ 3.80GHz,6,13817,2757,95,FCLGA1151-2,Server
Intel Xeon E-2186M @ 2.90GHz,6,11463,2550,45,FCBGA1440,Laptop
Intel Xeon E-2224 @ 3.40GHz,4,7317,2554,71,FCLGA1151-2,Server
Intel Xeon E-2224G @ 3.50GHz,4,7648,2730,71,FCLGA1151-2,Server
Intel Xeon E-2226G @ 3.40GHz,6,11110,2816,80,FCLGA1151-2,Server
Intel Xeon E-2234 @ 3.60GHz,4,9114,2770,71,FCLGA1151-2,Server
Intel Xeon E-2236 @ 3.40GHz,6,14012,2802,80,FCLGA1151-2,Server
Intel Xeon E-2244G @ 3.80GHz,4,9624,2691,71,FCLGA1151-2,Server
Intel Xeon E-2246G @ 3.60GHz,6,13676,2784,80,FCLGA1151-2,Server
Intel Xeon E-2254ML @ 1.70GHz,4,6333,2029,25,FCBGA1440,Server
Intel Xeon E-2274G @ 4.00GHz,4,9892,2838,83,FCLGA1151-2,Server
Intel Xeon E-2276G @ 3.80GHz,6,13946,2872,80,FCLGA1151-2,Server
Intel Xeon E-2276M @ 2.80GHz,6,11842,2624,45,FCBGA1440,Laptop
Intel Xeon E-2276ME @ 2.80GHz,6,8167,1604,45,FCBGA1440,"Server, Mobile/Embedded"
Intel Xeon E-2276ML @ 2.00GHz,6,6353,1222,25,FCBGA1440,Server
Intel Xeon E-2278G @ 3.40GHz,8,17082,2950,80,FCLGA1151-2,Server
Intel Xeon E-2278GE @ 3.30GHz,8,16379,2712,80,FCLGA1151-2,Server
Intel Xeon E-2278GEL @ 2.00GHz,8,12024,2428,35,FCLGA1151-2,Server
Intel Xeon E-2286G @ 4.00GHz,6,14020,2856,95,FCLGA1151-2,Server
Intel Xeon E-2286M @ 2.40GHz,8,15098,2728,45,FCBGA1440,Laptop
Intel Xeon E-2288G @ 3.70GHz,8,17444,2905,95,FCLGA1151-2,Server
Intel Xeon E-2314 @ 2.80GHz,4,8146,2732,65,FCLGA1200,Server
Intel Xeon E-2324G @ 3.10GHz,4,9771,2953,65,FCLGA1200,Server
Intel Xeon E-2334 @ 3.40GHz,4,13011,3356,65,FCLGA1200,Server
Intel Xeon E-2336 @ 2.90GHz,6,16731,3221,65,FCLGA1200,Server
Intel Xeon E-2356G @ 3.20GHz,6,18521,3276,80,FCLGA1200,Server
Intel Xeon E-2374G @ 3.70GHz,4,13607,3416,80,FCLGA1200,Server
Intel Xeon E-2378 @ 2.60GHz,8,17472,3263,65,FCLGA1200,Server
Intel Xeon E-2378G @ 2.80GHz,8,21153,3352,80,FCLGA1200,Server
Intel Xeon E-2386G @ 3.50GHz,6,19613,3393,95,FCLGA1200,Server
Intel Xeon E-2388G @ 3.20GHz,8,23616,3444,95,FCLGA1200,Server
Intel Xeon E-2436,6,22487,3627,65,FCLGA1700,Server
Intel Xeon E-2456,6,23743,4141,80,FCLGA1700,Server
Intel Xeon E-2468,8,25579,3948,65,FCLGA1700,Server
Intel Xeon E-2478,8,29827,4000,80,FCLGA1700,Server
Intel Xeon E-2488,8,29118,4108,95,FCLGA1700,Server
Intel Xeon E3-1205 v6 @ 3.00GHz,4,5682,1875,65,FCLGA1151,Server
Intel Xeon E3-1220 @ 3.10GHz,4,3847,1525,80,LGA1155,Server
Intel Xeon E3-1220 V2 @ 3.10GHz,4,4676,1875,69,LGA1155,Server
Intel Xeon E3-1220 v3 @ 3.10GHz,4,5182,1953,80,LGA1150,Server
Intel Xeon E3-1220 v5 @ 3.00GHz,4,5815,2070,80,FCLGA1151,Server
Intel Xeon E3-1220 v6 @ 3.00GHz,4,5786,1891,72,FCLGA1151,Server
Intel Xeon E3-1220L @ 2.20GHz,2,2295,1604,20,LGA1155,Server
Intel Xeon E3-1220L V2 @ 2.30GHz,2,2248,1505,17,LGA1155,Server
Intel Xeon E3-1220L v3 @ 1.10GHz,2,1407,777,13,LGA1150,Server
Intel Xeon E3-1225 @ 3.10GHz,4,3905,1582,95,LGA1155,Server
Intel Xeon E3-1225 V2 @ 3.20GHz,4,4752,1934,77,LGA1155,Server
Intel Xeon E3-1225 v3 @ 3.20GHz,4,5298,2009,84,LGA1150,Server
Intel Xeon E3-1225 v5 @ 3.30GHz,4,5987,2111,80,FCLGA1151,Server
Intel Xeon E3-1225 v6 @ 3.30GHz,4,5765,2038,73,FCLGA1151,Server
Intel Xeon E3-1226 v3 @ 3.30GHz,4,5544,2106,84,FCLGA1150,Server
Intel Xeon E3-1230 @ 3.20GHz,4,5137,1665,80,LGA1155,Server
Intel Xeon E3-1230 V2 @ 3.30GHz,4,6197,1989,69,LGA1155,Server
Intel Xeon E3-1230 v3 @ 3.30GHz,4,6816,2079,80,LGA1150,Server
Intel Xeon E3-1230 v5 @ 3.40GHz,4,7930,2196,80,FCLGA1151,Server
Intel Xeon E3-1230 v6 @ 3.50GHz,4,8212,2203,72,FCLGA1151,Server
Intel Xeon E3-1230L v3 @ 1.80GHz,4,5251,1619,25,LGA1150,Server
Intel Xeon E3-1231 v3 @ 3.40GHz,4,7048,2149,80,FCLGA1150,Server
Intel Xeon E3-1235 @ 3.20GHz,4,5053,1607,95,LGA1155,Server
Intel Xeon E3-1235L v5 @ 2.00GHz,4,5013,1761,25,FCLGA1151,Server
Intel Xeon E3-1240 @ 3.30GHz,4,5403,1723,80,LGA1155,Server
